tool,apk,methods_in_diff
droidbot,app-3966,0
droidbot,app-3832,0
droidbot,app-456f,0
droidbot,app-1515f,0
droidbot,app-331,2
droidbot,app-1365f,0
droidbot,app-146,0
droidbot,app-1522f,0
droidbot,app-481,2
droidbot,app-3914,0
droidbot,app-4080,0
droidbot,app-1811,0
droidbot,app-3139,0
droidbot,app-927,0
droidbot,appNewds-607,0
droidbot,app-270f,0
droidbot,appNewds-9127,5
droidbot,app-1920,0
droidbot,appNewds-2210,1
droidbot,app-2339,0
droidbot,app-1136f,0
droidbot,app-3472,4
droidbot,app-2295f,29
droidbot,app-1834,0
droidbot,app-3543,1
droidbot,app-4618,15
droidbot,app-3105,0
droidbot,app-3562,0
droidbot,app-1422f,3
droidbot,app-2184,0
droidbot,app-4342,15
droidbot,app-910,0
droidbot,app-2268f,0
droidbot,app-839f,0
droidbot,app-1931f,1
droidbot,app-291f,1
droidbot,appNewds-8497,37
droidbot,app-879f,0
droidbot,app-639f,0
droidbot,app-693,2
droidbot,app-3880,0
droidbot,app-1411,0
droidbot,app-2307f,0
droidbot,app-362f,0
droidbot,app-3877,0
droidbot,app-523,0
droidbot,app-2336,0
droidbot,app-2166,0
droidbot,app-327,0
droidbot,app-3917,0
droidbot,appNewds-3757,19
droidbot,app-959,0
droidbot,app-1788,2
droidbot,appNewds-1156,11
droidbot,app-3581,0
droidbot,appNewds-1412,7
droidbot,app-2287,0
droidbot,appNewds-3724,9
droidbot,app-2169f,0
droidbot,app-1463f,5
droidbot,app-997,0
droidbot,app-1867,0
droidbot,appNewds-1008,41
droidbot,app-383,0
droidbot,app-4172,0
droidbot,app-1383f,0
droidbot,app-776f,0
droidbot,app-1590f,0
droidbot,appNewds-6087,8
droidbot,app-243f,0
droidbot,app-617,5
droidbot,app-1041,12
droidbot,app-2104f,0
droidbot,app-1026,5
droidbot,app-947,4
droidbot,app-3033,0
droidbot,app-1934f,0
droidbot,app-2347f,0
droidbot,app-766,0
droidbot,app-1632f,0
droidbot,app-567,6
droidbot,app-1503,0
droidbot,application-570,0
droidbot,app-981f,0
droidbot,app-781f,0
droidbot,appNewds-7010,10
droidbot,appNewds-2878,10
droidbot,app-2120,0
droidbot,app-3252,1
droidbot,app-856,1
droidbot,app-1692f,3
droidbot,app-763f,0
droidbot,app-4192,0
droidbot,app-1002f,0
droidbot,app-3727,0
droidbot,app-931,0
droidbot,app-4021,0
droidbot,app-3358,1
droidbot,appNewds-8493,1
droidbot,app-1608f,0
droidbot,app-5222,0
droidbot,app-491,0
droidbot,app-3465,0
droidbot,app-1894f,5
droidbot,app-1902f,3
droidbot,app-1943f,5
droidbot,app-4995,15
droidbot,app-1372f,0
droidbot,appNewds-6036,0
droidbot,app-3095,0
droidbot,app-3726,0
droidbot,app-727,4
droidbot,app-1140,0
droidbot,app-1954f,0
droidbot,app-1770f,1
droidbot,appNewds-1517,8
droidbot,appNewds-2768,7
droidbot,app-118,0
droidbot,app-3070,0
droidbot,app-610f,1
droidbot,app-4333,15
droidbot,appNewds-6553,3
droidbot,app-3057,0
droidbot,app-979,5
droidbot,app-5146,37
droidbot,appNewds-7094,49
droidbot,app-1862,0
droidbot,app-3421,1
droidbot,app-3071,0
droidbot,app-992,0
droidbot,app-3713,0
droidbot,app-3094,0
droidbot,app-301,0
droidbot,app-3735,0
droidbot,app-50,0
droidbot,app-1329,0
droidbot,app-991f,0
droidbot,app-1932,1
droidbot,app-700,2
droidbot,app-3509,2
droidbot,appNewds-6924,9
droidbot,appNewds-2492,8
droidbot,app-1220f,0
droidbot,appNewds-3095,15
droidbot,app-3912,0
droidbot,app-1978f,1
droidbot,app-1004,0
droidbot,appNewds-5404,31
droidbot,app-2261f,0
droidbot,app-3216,0
droidbot,app-1318,0
droidbot,app-1908f,1
droidbot,app-4357,0
droidbot,app-5381,1
droidbot,app-5575,16
droidbot,appNewds-3188,0
droidbot,app-985f,0
droidbot,app-3152,0
droidbot,app-3168,0
droidbot,app-5501,10
droidbot,app-1882,0
droidbot,app-4721,0
droidbot,app-1203,0
droidbot,app-1903,0
droidbot,app-1736,0
droidbot,app-2160f,0
droidbot,appNewds-9182,11
droidbot,app-934,0
droidbot,appNewds-6359,5
droidbot,app-3557,2
droidbot,appNewds-4002,5
droidbot,app-1889f,12
droidbot,app-911,1
droidbot,app-5759,0
droidbot,app-3616,0
droidbot,app-4065,0
droidbot,application-1046,0
droidbot,app-1464,0
droidbot,app-2145f,0
droidbot,app-4364,15
droidbot,appNewds-5006,5
droidbot,appNewds-9096,12
droidbot,app-1893f,12
droidbot,appNewds-4693,22
droidbot,app-1300f,10
droidbot,appNewds-6605,17
droidbot,appNewds-6085,7
droidbot,app-395f,0
droidbot,app-5331,1
droidbot,app-3420,0
droidbot,app-4451,0
droidbot,app-439,0
droidbot,app-3947,0
droidbot,app-1884,0
droidbot,appNewds-8895,0
droidbot,app-3505,0
droidbot,app-3857,0
droidbot,app-826f,0
droidbot,app-1976f,1
droidbot,app-1059f,0
droidbot,app-1557f,7
droidbot,appNewds-7817,20
droidbot,app-4462,0
droidbot,appNewds-2099,23
droidbot,app-4734,0
droidbot,app-3150,0
droidbot,app-2254f,0
droidbot,app-5109,15
droidbot,app-479,0
droidbot,appNewds-211,13
droidbot,app-1253,0
droidbot,application-97,0
droidbot,app-293f,0
droidbot,app-2228,0
droidbot,app-193,0
droidbot,app-4196,0
droidbot,app-1730f,0
droidbot,app-2243,0
droidbot,app-1980f,0
droidbot,app-181,0
droidbot,app-1056,0
droidbot,application-170,0
droidbot,app-1613f,0
droidbot,app-4202,0
droidbot,app-4206,0
droidbot,app-2249f,0
droidbot,app-4193,0
droidbot,app-1892,0
droidbot,app-4218,0
droidbot,app-1582,0
droidbot,app-3625,0
droidbot,app-4393,15
droidbot,app-2343f,3
droidbot,app-1787,0
droidbot,application-1104,0
droidbot,appNewds-3112,0
droidbot,app-3040,0
droidbot,app-3220,0
droidbot,app-1652f,0
droidbot,app-3982,0
droidbot,app-2222,0
droidbot,app-238,0
droidbot,app-1410f,0
droidbot,appNewds-1191,0
droidbot,app-4697,0
droidbot,app-2154,0
droidbot,app-2364f,16
droidbot,app-523f,0
droidbot,app-3711,0
droidbot,app-809,0
droidbot,app-3209,0
droidbot,app-4896,0
droidbot,app-426f,0
droidbot,app-3229,0
droidbot,app-3679,0
droidbot,app-2195f,1
droidbot,app-1994f,0
droidbot,app-2311,0
droidbot,app-2281f,0
droidbot,app-2251f,3
droidbot,app-748f,0
droidbot,app-613,16
droidbot,app-1142,0
droidbot,app-3647,0
droidbot,application-171,0
droidbot,app-1743f,0
droidbot,app-3190,0
droidbot,app-3838,0
droidbot,app-1083,0
droidbot,app-1778,0
droidbot,app-932f,0
droidbot,app-1933f,5
droidbot,app-4574,8
droidbot,app-3959,0
droidbot,appNewds-9351,17
droidbot,appNewds-92,15
droidbot,application-979,0
droidbot,app-1140f,0
droidbot,app-3861,0
droidbot,app-4491,4
droidbot,app-4586,5
droidbot,app-3756,0
droidbot,app-1802,0
droidbot,app-1733f,30
droidbot,app-772,0
droidbot,app-1769,0
droidbot,application-830,0
droidbot,app-2053,0
droidbot,app-3090,0
droidbot,app-618,0
droidbot,app-844,0
droidbot,app-2051f,0
droidbot,app-1057,0
droidbot,appNewds-2666,4
droidbot,app-747f,0
droidbot,app-3828,7
droidbot,app-3572,0
droidbot,app-3570,0
droidbot,appNewds-2284,3
droidbot,appNewds-3192,4
droidbot,app-5284,0
droidbot,app-3462,2
droidbot,app-965f,0
droidbot,app-1656f,0
droidbot,appNewds-3688,17
droidbot,app-3884,0
droidbot,app-5261,8
droidbot,app-1227,0
droidbot,appNewds-2965,0
droidbot,appNewds-4662,7
droidbot,app-702,0
droidbot,app-875,0
droidbot,app-2377f,0
droidbot,app-1888f,14
droidbot,app-3560,0
droidbot,app-3883,0
droidbot,app-3417,1
droidbot,app-4205,0
droidbot,appNewds-1615,0
droidbot,app-3933,0
droidbot,app-1928f,5
droidbot,application-63,4
droidbot,app-3529,6
droidbot,app-3221,18
droidbot,app-4145,0
droidbot,app-2034f,3
droidbot,app-1666,27
droidbot,app-1174f,0
droidbot,app-3453,1
droidbot,app-1605,0
droidbot,app-2193f,6
droidbot,app-2305f,0
droidbot,app-4978,15
droidbot,app-2119,0
droidbot,appNewds-487,0
droidbot,app-1175f,0
droidbot,app-408,0
droidbot,app-5142,4
droidbot,app-1961f,0
droidbot,app-1521f,0
droidbot,app-1738f,7
droidbot,app-1907f,4
droidbot,app-2275f,0
droidbot,app-1710f,0
droidbot,app-1023,4
droidbot,appNewds-6126,11
droidbot,app-4570,15
droidbot,app-2107,0
droidbot,app-2127,0
droidbot,app-2299f,5
droidbot,appNewds-6177,9
droidbot,appNewds-2319,14
droidbot,app-2121,0
droidbot,app-1826,0
droidbot,appNewds-632,9
droidbot,app-645f,0
droidbot,app-1414f,0
droidbot,app-933f,0
droidbot,appNewds-149,0
droidbot,appNewds-3767,0
droidbot,app-1336,0
droidbot,app-2184f,0
droidbot,app-793f,0
droidbot,appNewds-1661,31
droidbot,app-758,0
droidbot,appNewds-9181,11
droidbot,appNewds-6056,20
droidbot,app-3987,0
droidbot,appNewds-610,15
droidbot,app-3822,0
droidbot,app-1446,0
droidbot,app-4089,0
droidbot,appNewds-3841,0
droidbot,app-1485f,0
droidbot,app-3895,0
droidbot,app-2350f,0
droidbot,app-1574f,0
droidbot,app-773,0
droidbot,app-2219,0
droidbot,app-2345,0
droidbot,app-3544,4
droidbot,app-455,0
droidbot,app-1385f,0
droidbot,app-5496,6
droidbot,app-4025,0
droidbot,app-3754,0
droidbot,app-292,0
droidbot,appNewds-5977,0
droidbot,app-5287,0
droidbot,appNewds-5461,3
droidbot,appNewds-233,6
droidbot,app-5228,0
droidbot,app-834,5
droidbot,app-2122f,4
droidbot,app-2129,0
droidbot,app-1927f,0
droidbot,app-42,4
droidbot,appNewds-6375,0
droidbot,appNewds-57,0
droidbot,app-2102f,0
droidbot,app-404f,0
droidbot,app-5548,7
droidbot,app-592,0
droidbot,app-5460,1
droidbot,app-3205,0
droidbot,app-3984,0
droidbot,app-2189,0
droidbot,app-5458,0
droidbot,app-3608,0
droidbot,app-5376,0
droidbot,app-1239,0
droidbot,app-561,3
droidbot,app-1198,0
droidbot,app-409,0
droidbot,app-4178,0
droidbot,app-1277f,0
droidbot,application-633,0
droidbot,app-3176,0
droidbot,app-382f,0
droidbot,app-511f,0
droidbot,appNewds-4933,17
droidbot,app-1585,0
droidbot,appNewds-3990,6
droidbot,app-1381f,0
droidbot,app-3815,0
droidbot,app-812,0
droidbot,app-3047,0
droidbot,app-3755,0
droidbot,app-3175,0
droidbot,appNewds-6114,12
droidbot,app-5565,0
droidbot,app-1495f,11
droidbot,app-602f,0
droidbot,app-4918,0
droidbot,application-1083,0
droidbot,app-3940,0
droidbot,app-1247f,0
droidbot,appNewds-6161,4
droidbot,app-3427,1
droidbot,app-855,0
droidbot,app-3055,0
droidbot,app-1055f,2
droidbot,app-3717,0
droidbot,app-5280,0
droidbot,app-2367f,0
droidbot,app-785,0
droidbot,appNewds-7368,0
droidbot,appNewds-6751,0
droidbot,app-550f,0
droidbot,appNewds-3203,0
droidbot,app-1738,2
droidbot,app-495,0
droidbot,app-4166,0
droidbot,app-4796,0
droidbot,app-65,0
droidbot,app-4366,9
droidbot,app-1490,0
droidbot,app-1009,0
droidbot,app-326f,0
droidbot,app-2380f,2
droidbot,app-3672,0
droidbot,app-4217,0
droidbot,app-1703,0
droidbot,app-5435,4
droidbot,app-1544,1
droidbot,app-3605,0
droidbot,app-3736,0
droidbot,app-1020f,3
droidbot,app-5651,0
droidbot,app-1076f,0
droidbot,app-2261,0
droidbot,app-1243f,5
droidbot,app-2314f,6
droidbot,app-3600,0
droidbot,app-4078,0
droidbot,app-4180,0
droidbot,appNewds-3256,39
droidbot,appNewds-4931,2
droidbot,app-3991,0
droidbot,appNewds-1344,0
droidbot,appNewds-4477,8
droidbot,application-831,0
droidbot,app-247f,0
droidbot,app-2382,0
droidbot,appNewds-7796,0
droidbot,app-3780,0
droidbot,app-3181,0
droidbot,app-2016f,0
droidbot,app-3082,0
droidbot,app-733f,0
droidbot,app-204f,0
droidbot,app-3489,5
droidbot,app-583f,0
droidbot,app-634f,0
droidbot,app-1485,0
droidbot,app-4456,4
droidbot,app-3929,0
droidbot,appNewds-279,7
droidbot,app-3698,0
droidbot,app-8,0
droidbot,app-3435,0
droidbot,app-2263f,0
droidbot,app-187,0
droidbot,app-1284f,1
droidbot,application-1037,0
droidbot,app-488f,0
droidbot,appNewds-9517,2
droidbot,app-3918,0
droidbot,appNewds-9534,16
droidbot,app-1823f,1
droidbot,appNewds-4917,2
droidbot,app-1205,0
droidbot,application-183,0
droidbot,app-5616,15
droidbot,app-1922,0
droidbot,app-1402f,5
droidbot,app-1630f,1
droidbot,app-768,19
droidbot,app-1587f,0
droidbot,app-5765,0
droidbot,app-4877,3
droidbot,app-1804,4
droidbot,app-3715,0
droidbot,app-5686,0
droidbot,app-2294f,0
droidbot,app-3531,5
droidbot,app-4472,4
droidbot,app-62,0
droidbot,application-949,0
droidbot,app-56,0
droidbot,app-1515,0
droidbot,app-5303,0
droidbot,app-1562f,0
droidbot,app-3894,0
droidbot,app-5633,9
droidbot,app-1034,0
droidbot,appNewds-641,1
droidbot,app-1182,0
droidbot,app-4445,0
droidbot,app-964,0
droidbot,app-4737,2
droidbot,app-2170f,0
droidbot,app-613f,0
droidbot,app-881f,0
droidbot,appNewds-1714,18
droidbot,app-503,0
droidbot,app-2325f,0
droidbot,appNewds-1521,25
droidbot,app-2317f,2
droidbot,app-3688,0
droidbot,app-851,6
droidbot,app-843,0
droidbot,app-1885f,0
droidbot,app-1077f,5
droidbot,app-1500f,0
droidbot,app-1661,0
droidbot,application-732,0
droidbot,app-1546f,0
droidbot,app-1967f,2
droidbot,application-903,0
droidbot,app-769,0
droidbot,appNewds-3263,27
droidbot,app-1913,0
droidbot,app-5712,0
droidbot,appNewds-1185,0
droidbot,app-161,0
droidbot,app-1423f,0
droidbot,appNewds-9352,17
droidbot,app-2221f,0
droidbot,app-559,20
droidbot,app-718,2
droidbot,app-3646,0
droidbot,app-1744,0
droidbot,app-922,0
droidbot,app-1916f,1
droidbot,app-1653,0
droidbot,app-1214f,0
droidbot,app-1835,0
droidbot,app-5259,0
droidbot,app-614f,0
droidbot,app-276f,0
droidbot,app-548,6
droidbot,app-3142,0
droidbot,app-3675,0
droidbot,app-3186,0
droidbot,appNewds-706,5
droidbot,app-2203,0
droidbot,app-3892,0
droidbot,app-1861,0
droidbot,app-1413,0
droidbot,app-5130,15
droidbot,app-3001,0
droidbot,app-4133,0
droidbot,app-4213,0
droidbot,app-3038,0
droidbot,app-3955,0
droidbot,app-3511,0
droidbot,app-279f,0
droidbot,app-2007f,0
droidbot,app-3871,3
droidbot,app-3869,0
droidbot,appNewds-647,11
droidbot,app-3652,0
droidbot,app-4811,0
droidbot,app-871,0
droidbot,app-1432f,4
droidbot,app-3145,0
droidbot,appNewds-6047,0
droidbot,application-772,0
droidbot,app-4069,0
droidbot,appNewds-3421,13
droidbot,app-4987,4
droidbot,app-1352,0
droidbot,app-2033f,11
droidbot,app-2171,0
droidbot,app-782,0
droidbot,app-3561,2
droidbot,app-568,8
droidbot,app-3791,0
droidbot,appNewds-1501,15
droidbot,app-2030f,0
droidbot,appNewds-3848,14
droidbot,app-1146,0
droidbot,appNewds-7136,18
droidbot,app-1594,4
droidbot,app-5653,4
droidbot,app-1436,0
droidbot,app-3668,0
droidbot,appNewds-6105,12
droidbot,app-581,0
droidbot,app-1910f,5
droidbot,app-1880,0
droidbot,app-4433,6
droidbot,app-3211,0
droidbot,app-222f,0
droidbot,app-4090,0
droidbot,app-1686f,0
droidbot,app-2017f,17
droidbot,app-1554,0
droidbot,application-970,0
droidbot,application-1075,2
droidbot,app-3633,0
droidbot,appNewds-6344,0
droidbot,appNewds-6889,1
droidbot,application-769,0
droidbot,app-5193,0
droidbot,app-2192,0
droidbot,app-1837f,2
droidbot,app-1971f,0
droidbot,app-1330,0
droidbot,app-2278,0
droidbot,app-3425,0
droidbot,app-2141f,0
droidbot,app-1401f,0
droidbot,app-4169,0
droidbot,app-64,0
droidbot,app-667,0
droidbot,application-1027,0
droidbot,app-1931,0
droidbot,app-387f,0
droidbot,app-4100,0
droidbot,app-3499,0
droidbot,application-969,0
droidbot,appNewds-9405,17
droidbot,appNewds-4247,5
droidbot,app-1118,0
droidbot,app-169,0
droidbot,app-5015,3
droidbot,app-5467,37
droidbot,appNewds-1348,8
droidbot,app-1595,0
droidbot,app-333f,6
droidbot,app-3188,0
droidbot,appNewds-6568,17
droidbot,app-3707,0
droidbot,app-1699f,0
droidbot,app-715,0
droidbot,app-3631,0
droidbot,app-986,0
droidbot,app-1571,0
droidbot,appNewds-4026,1
droidbot,application-223,0
droidbot,app-1328f,0
droidbot,appNewds-7933,0
droidbot,app-802f,0
droidbot,app-100,0
droidbot,app-4414,0
droidbot,app-322f,0
droidbot,appNewds-982,0
droidbot,app-2066,0
droidbot,app-3034,0
droidbot,app-1722f,0
droidbot,app-2140f,0
droidbot,app-930f,0
droidbot,app-442,0
droidbot,app-2180f,6
droidbot,appNewds-9191,11
droidbot,app-3862,0
droidbot,application-983,0
droidbot,app-2105f,1
droidbot,app-213,0
droidbot,appNewds-7507,0
droidbot,app-3127,0
droidbot,app-498,0
droidbot,app-34,0
droidbot,appNewds-8492,3
droidbot,app-944f,0
droidbot,app-1150f,0
droidbot,appNewds-5080,32
droidbot,app-3595,0
droidbot,app-4733,0
droidbot,appNewds-2587,24
droidbot,app-1491,0
droidbot,app-1159f,2
droidbot,app-5465,1
droidbot,app-2024f,4
droidbot,appNewds-1153,0
droidbot,app-2008f,2
droidbot,appNewds-9185,11
droidbot,app-1427,5
droidbot,app-3663,0
droidbot,app-4642,0
droidbot,app-1672,0
droidbot,app-1344f,7
droidbot,appNewds-3861,15
droidbot,app-4220,0
droidbot,app-1597f,0
droidbot,appNewds-3664,19
droidbot,appNewds-7493,19
droidbot,app-1528,0
droidbot,app-1765,0
droidbot,app-5307,0
droidbot,app-3050,0
droidbot,app-3773,0
droidbot,app-4053,0
droidbot,app-2358f,5
droidbot,app-1867f,0
droidbot,app-1045f,0
droidbot,app-4215,0
droidbot,app-1306,0
droidbot,application-827,0
droidbot,app-4008,0
droidbot,app-2234f,0
droidbot,application-745,0
droidbot,app-1070f,0
droidbot,appNewds-1523,3
droidbot,app-1613,0
droidbot,app-4084,0
droidbot,app-1741,0
droidbot,app-3080,0
droidbot,appNewds-1777,25
droidbot,app-138,8
droidbot,app-519,0
droidbot,app-4764,15
droidbot,app-2047,0
droidbot,app-2307,0
droidbot,app-3506,1
droidbot,app-2032f,0
droidbot,app-1034f,1
droidbot,app-3565,3
droidbot,app-4588,9
droidbot,app-346,0
droidbot,app-72,0
droidbot,app-2264f,0
droidbot,app-4083,0
droidbot,app-956f,0
droidbot,app-942f,0
droidbot,app-5403,2
droidbot,app-1532f,0
droidbot,appNewds-1940,17
droidbot,appNewds-6389,21
droidbot,app-3194,0
droidbot,app-5607,0
droidbot,app-5757,0
droidbot,app-4849,15
droidbot,app-3130,0
droidbot,app-2318f,6
droidbot,app-4842,3
droidbot,app-5771,0
droidbot,app-334,0
droidbot,app-1784f,1
droidbot,app-3161,0
droidbot,app-3704,0
droidbot,app-2091,0
droidbot,app-4001,0
droidbot,app-1716f,0
droidbot,app-616f,2
droidbot,appNewds-5683,15
droidbot,app-5161,4
droidbot,app-5567,0
droidbot,appNewds-3220,18
droidbot,app-3512,0
droidbot,app-5602,0
droidbot,app-2289f,0
droidbot,app-988,0
droidbot,appNewds-8382,30
droidbot,app-1269,6
droidbot,app-2048,0
droidbot,app-3994,0
droidbot,app-3751,0
droidbot,app-178,0
droidbot,app-3743,0
droidbot,app-3012,0
droidbot,app-3662,0
droidbot,app-2059f,14
droidbot,app-2054,2
droidbot,app-1669f,0
droidbot,app-681,0
droidbot,app-2246f,0
droidbot,app-1003,0
droidbot,app-624f,0
droidbot,appNewds-5470,27
droidbot,app-1155,0
droidbot,app-3464,0
droidbot,app-3709,0
droidbot,app-4017,0
droidbot,app-1905f,0
droidbot,app-531,0
droidbot,app-35,0
droidbot,application-98,0
droidbot,app-1272f,0
droidbot,app-4070,0
droidbot,app-1898f,14
droidbot,appNewds-3911,31
droidbot,app-1693f,0
droidbot,app-770f,0
droidbot,app-1188f,0
droidbot,app-854f,0
droidbot,app-882,0
droidbot,app-219,0
droidbot,app-5605,0
droidbot,app-1999f,0
droidbot,appNewds-689,7
droidbot,appNewds-9512,2
droidbot,app-419,0
droidbot,app-761,0
droidbot,app-1652,0
droidbot,app-1817,0
droidbot,app-3238,0
droidbot,app-3805,0
droidbot,app-1845f,0
droidbot,appNewds-3905,23
droidbot,app-1852f,1
droidbot,app-218,0
droidbot,app-3603,0
droidbot,appNewds-3175,4
droidbot,app-671,0
droidbot,app-235f,0
droidbot,appNewds-3675,48
droidbot,app-583,15
droidbot,app-767,0
droidbot,app-5354,0
droidbot,app-4211,0
droidbot,app-3228,0
droidbot,app-3218,0
droidbot,app-264,0
droidbot,appNewds-356,5
droidbot,app-2337,0
droidbot,app-3493,0
droidbot,appNewds-1401,3
droidbot,app-5203,0
droidbot,app-4686,0
droidbot,app-2110f,0
droidbot,app-772f,0
droidbot,app-2301f,0
droidbot,app-1630,0
droidbot,app-3074,0
droidbot,app-1104,0
droidbot,app-3476,1
droidbot,app-1733,0
droidbot,app-1017f,2
droidbot,app-1977f,1
droidbot,application-889,0
droidbot,app-3860,0
droidbot,app-2364,0
droidbot,app-1728,0
droidbot,app-732,1
droidbot,app-3680,0
droidbot,app-4420,0
droidbot,app-1434f,5
droidbot,app-84,0
droidbot,app-5187,15
droidbot,app-525f,0
droidbot,app-1244,0
droidbot,app-4576,0
droidbot,app-3018,0
droidbot,app-2104,0
droidbot,app-5377,7
droidbot,appNewds-7229,0
droidbot,app-1296f,0
droidbot,appNewds-1922,0
droidbot,app-288f,0
droidbot,app-1792f,0
droidbot,app-1241f,0
droidbot,app-1923f,1
droidbot,app-3503,0
droidbot,app-1005f,0
droidbot,appNewds-2978,2
droidbot,appNewds-969,1
droidbot,app-1503f,0
droidbot,app-901,0
droidbot,app-2199,5
droidbot,app-4474,1
droidbot,app-2348f,0
droidbot,app-5011,0
droidbot,app-731,2
droidbot,appNewds-1128,0
droidbot,appNewds-6838,5
droidbot,app-3077,0
droidbot,app-3700,0
droidbot,app-2346f,0
droidbot,app-3808,0
droidbot,app-1311f,0
droidbot,app-4304,9
droidbot,appNewds-8040,1
droidbot,app-1159,0
droidbot,app-546,23
droidbot,app-3023,0
droidbot,app-1689f,0
droidbot,app-4019,0
droidbot,app-2067f,0
droidbot,app-52,0
droidbot,app-5004,3
droidbot,app-2068,0
droidbot,appNewds-1861,40
droidbot,app-3428,1
droidbot,app-1395f,6
droidbot,app-4398,0
droidbot,appNewds-6117,14
droidbot,app-1864,0
droidbot,app-3477,4
droidbot,app-655,2
droidbot,app-5296,0
droidbot,app-3628,0
droidbot,app-4655,4
droidbot,appNewds-1545,8
droidbot,app-2300f,0
droidbot,application-916,0
droidbot,app-1705,0
droidbot,app-4712,9
droidbot,app-3025,0
droidbot,app-4824,9
droidbot,app-721,4
droidbot,app-1604,0
droidbot,appNewds-8733,1
droidbot,appNewds-3924,7
droidbot,app-1150,0
droidbot,app-4449,4
droidbot,app-158,0
droidbot,appNewds-393,12
droidbot,app-2296f,4
droidbot,app-543,0
droidbot,app-3173,0
droidbot,app-1190f,0
droidbot,appNewds-3858,4
droidbot,app-342f,0
droidbot,app-3566,2
droidbot,appNewds-6554,14
droidbot,appNewds-6035,6
droidbot,app-3849,0
droidbot,app-1758,0
droidbot,app-3149,0
droidbot,app-1101f,0
droidbot,app-737,0
droidbot,app-2114,0
droidbot,app-3607,0
droidbot,app-858,0
droidbot,appNewds-1673,10
droidbot,app-3096,0
droidbot,app-4216,0
droidbot,app-2399,0
droidbot,app-3487,1
droidbot,appNewds-1103,5
droidbot,application-985,0
droidbot,appNewds-948,22
droidbot,app-4457,1
droidbot,application-951,0
droidbot,app-4794,15
droidbot,app-4189,0
droidbot,app-1900f,3
droidbot,app-879,0
droidbot,appNewds-2190,0
droidbot,app-3538,0
droidbot,app-1576f,0
droidbot,app-4181,0
droidbot,app-1735f,13
droidbot,appNewds-1084,9
droidbot,app-1180,0
droidbot,app-527,0
droidbot,appNewds-4649,31
droidbot,app-980,0
droidbot,appNewds-3587,0
droidbot,app-3839,0
droidbot,app-3078,0
droidbot,app-4517,0
droidbot,app-248f,0
droidbot,appNewds-9124,6
droidbot,app-3051,0
droidbot,app-3247,0
droidbot,app-1317,29
droidbot,app-2206f,5
droidbot,appNewds-1428,1
droidbot,app-2263,0
droidbot,app-3844,0
droidbot,app-5739,4
droidbot,app-5243,0
droidbot,app-4086,0
droidbot,appNewds-3718,2
droidbot,appNewds-7547,27
droidbot,app-1419f,0
droidbot,app-644,0
droidbot,app-2346,0
droidbot,app-4436,15
droidbot,application-191,0
droidbot,app-4160,0
droidbot,app-5584,0
droidbot,app-1702f,0
droidbot,app-4547,0
droidbot,appNewds-5559,7
droidbot,app-5426,13
droidbot,app-1131,0
droidbot,app-1302f,0
droidbot,app-769f,0
droidbot,appNewds-28,16
droidbot,app-412f,0
droidbot,appNewds-1809,2
droidbot,app-2214f,0
droidbot,application-210,0
droidbot,appNewds-6552,5
droidbot,app-3830,0
droidbot,app-154,0
droidbot,app-1172,0
droidbot,appNewds-4672,0
droidbot,app-603,0
droidbot,appNewds-7135,15
droidbot,app-3219,0
droidbot,app-5246,0
droidbot,app-4623,14
droidbot,appNewds-2001,0
droidbot,app-3501,4
droidbot,app-383f,0
droidbot,app-1766,0
droidbot,app-2376f,0
droidbot,application-208,0
droidbot,appNewds-4467,0
droidbot,app-3541,1
droidbot,app-3676,0
droidbot,appNewds-1935,0
droidbot,app-1510,0
droidbot,app-3452,0
droidbot,app-1622f,0
droidbot,appNewds-8735,1
droidbot,app-2362f,0
droidbot,app-5023,15
droidbot,app-886f,0
droidbot,appNewds-3206,5
droidbot,app-417,0
droidbot,app-580f,5
droidbot,appNewds-3398,5
droidbot,app-995,0
droidbot,appNewds-8511,30
droidbot,app-2046f,0
droidbot,app-4862,9
droidbot,appNewds-7273,2
droidbot,app-780,0
droidbot,appNewds-6203,16
droidbot,app-1218f,0
droidbot,app-664f,0
droidbot,app-913f,3
droidbot,app-3804,0
droidbot,app-2056,0
droidbot,appNewds-1998,10
droidbot,app-1919f,10
droidbot,app-1078,0
droidbot,app-1492f,2
droidbot,app-5155,13
droidbot,appNewds-4274,36
droidbot,appNewds-7101,1
droidbot,app-1825,0
droidbot,app-3748,0
droidbot,app-473f,0
droidbot,appNewds-3210,9
droidbot,appNewds-1427,3
droidbot,app-4718,1
droidbot,appNewds-2111,17
droidbot,app-431,5
droidbot,app-4786,15
droidbot,appNewds-7172,6
droidbot,app-348,0
droidbot,app-334f,0
droidbot,appNewds-5434,0
droidbot,app-1030,0
droidbot,app-1235,0
droidbot,app-1964f,0
droidbot,app-2063f,5
droidbot,app-3658,0
droidbot,app-1178,0
droidbot,appNewds-9165,6
droidbot,app-3227,0
droidbot,app-1154,0
droidbot,app-1606f,0
droidbot,app-933,12
droidbot,application-735,0
droidbot,application-1066,0
droidbot,appNewds-6395,1
droidbot,app-5592,0
droidbot,app-1454,7
droidbot,app-3576,0
droidbot,appNewds-5494,5
droidbot,app-3978,0
droidbot,app-849,0
droidbot,application-86,0
droidbot,app-1447f,0
droidbot,app-4614,0
droidbot,app-4199,0
droidbot,app-3937,0
droidbot,app-254,4
droidbot,app-1882f,0
