tool,apk,methods_in_diff
droidbot,app-1816f,0
droidbot,app-2191,0
droidbot,appNewds-5400,7
droidbot,app-5761,0
droidbot,app-4643,4
droidbot,app-3540,0
droidbot,app-3980,0
droidbot,app-3867,0
droidbot,app-1079,0
droidbot,appNewds-7442,40
droidbot,app-1399,1
droidbot,app-1444,0
droidbot,appNewds-8495,2
droidbot,app-370,0
droidbot,app-3201,0
droidbot,app-3542,0
droidbot,app-1768,0
droidbot,app-5121,0
droidbot,app-1457f,28
droidbot,app-1477f,3
droidbot,appNewds-1342,8
droidbot,app-4004,0
droidbot,app-3823,0
droidbot,appNewds-8882,6
droidbot,app-1248,0
droidbot,app-1030f,10
droidbot,application-90,0
droidbot,app-5184,0
droidbot,app-437f,0
droidbot,app-1267f,0
droidbot,app-285f,0
droidbot,appNewds-2158,18
droidbot,appNewds-1553,31
droidbot,appNewds-7108,2
droidbot,appNewds-4929,13
droidbot,app-2152,0
droidbot,app-1315,0
droidbot,app-3990,0
droidbot,appNewds-6142,19
droidbot,app-2147,0
droidbot,app-5212,15
droidbot,app-2255f,0
droidbot,app-4681,1
droidbot,app-3084,0
droidbot,app-1074,0
droidbot,app-2357,0
droidbot,app-1521,0
droidbot,app-4823,3
droidbot,app-1901,0
droidbot,app-3887,0
droidbot,app-2116,0
droidbot,appNewds-6164,11
droidbot,app-1769f,8
droidbot,app-5279,15
droidbot,app-5025,15
droidbot,app-278f,0
droidbot,appNewds-6335,14
droidbot,app-5186,6
droidbot,appNewds-9184,11
droidbot,app-312,0
droidbot,app-2047f,0
droidbot,app-2210f,3
droidbot,app-5036,0
droidbot,app-1071f,0
droidbot,app-3508,0
droidbot,app-877f,0
droidbot,app-4104,0
droidbot,app-683f,0
droidbot,appNewds-8007,21
droidbot,app-858f,0
droidbot,app-1314f,8
droidbot,app-284f,0
droidbot,app-4762,0
droidbot,app-2045,2
droidbot,app-5349,0
droidbot,app-1593,0
droidbot,app-970f,2
droidbot,app-1712f,0
droidbot,app-2267,0
droidbot,appNewds-7435,17
droidbot,app-1527f,0
droidbot,app-3923,0
droidbot,app-1565,0
droidbot,app-850,0
droidbot,app-670f,0
droidbot,appNewds-5596,0
droidbot,app-5094,3
droidbot,app-321f,3
droidbot,app-1487f,0
droidbot,appNewds-8005,2
droidbot,app-5080,4
droidbot,application-49,1
droidbot,appNewds-2116,0
droidbot,app-1677f,0
droidbot,app-2217,0
droidbot,app-620f,19
droidbot,app-1025,0
droidbot,app-1252f,0
droidbot,app-3119,0
droidbot,app-3931,0
droidbot,app-1361f,8
droidbot,appNewds-4015,9
droidbot,app-199f,0
droidbot,app-1750f,0
droidbot,app-300f,1
droidbot,app-3087,0
droidbot,app-3085,0
droidbot,app-1902,0
droidbot,app-3222,0
droidbot,app-3039,0
droidbot,app-954,25
droidbot,appNewds-6970,28
droidbot,appNewds-3883,1
droidbot,app-3728,0
droidbot,app-4134,0
droidbot,app-2042,0
droidbot,app-4895,0
droidbot,app-4928,1
droidbot,app-2309,0
droidbot,app-5170,0
droidbot,app-3262,0
droidbot,app-2302,0
droidbot,app-761f,0
droidbot,app-464f,0
droidbot,appNewds-6639,32
droidbot,app-3068,0
droidbot,app-739,0
droidbot,app-1088,0
droidbot,app-76,0
droidbot,app-3408,1
droidbot,app-1449,0
droidbot,appNewds-242,0
droidbot,app-3573,0
droidbot,app-972,0
droidbot,app-1640,0
droidbot,app-953,0
droidbot,app-2311f,0
droidbot,app-1404f,0
droidbot,app-4367,0
droidbot,app-333,24
droidbot,app-3971,0
droidbot,app-1591,0
droidbot,app-955,0
droidbot,app-1987f,0
droidbot,app-1511,0
droidbot,app-5699,0
droidbot,app-979f,1
droidbot,app-466,0
droidbot,app-3722,0
droidbot,app-2103,0
droidbot,app-3687,0
droidbot,app-805f,0
droidbot,app-365,0
droidbot,app-4476,0
droidbot,app-508,0
droidbot,app-1774,0
droidbot,app-5136,2
droidbot,app-703,0
droidbot,app-2006f,0
droidbot,app-3604,0
droidbot,app-2093f,0
droidbot,app-206,0
droidbot,app-3612,0
droidbot,app-3689,0
droidbot,app-1984f,0
droidbot,application-72,0
droidbot,app-4221,0
droidbot,app-1846,0
droidbot,app-1536,0
droidbot,appNewds-1548,24
droidbot,app-1234f,0
droidbot,app-3599,0
droidbot,application-181,0
droidbot,app-4585,15
droidbot,app-418,0
droidbot,app-327f,0
droidbot,app-5283,24
droidbot,app-3999,0
droidbot,app-3944,0
droidbot,application-882,0
droidbot,app-2397,0
droidbot,app-4007,0
droidbot,app-3831,0
droidbot,app-2182f,6
droidbot,app-2328,0
droidbot,app-4003,0
droidbot,app-1279,0
droidbot,app-4055,0
droidbot,app-4155,0
droidbot,app-220,0
droidbot,app-3439,0
droidbot,app-3200,0
droidbot,appNewds-6092,25
droidbot,app-2236,6
droidbot,app-1133,0
droidbot,app-4808,1
droidbot,app-430f,0
droidbot,app-1417,0
droidbot,app-2057f,0
droidbot,appNewds-8699,22
droidbot,app-2028f,1
droidbot,appNewds-6991,11
droidbot,app-1097f,0
droidbot,app-3019,0
droidbot,app-1801,0
droidbot,app-1599f,0
droidbot,app-5414,1
droidbot,app-2174f,0
droidbot,app-580,3
droidbot,appNewds-2285,9
droidbot,app-1471f,0
droidbot,appNewds-6076,13
droidbot,app-919f,0
droidbot,app-1710,0
droidbot,app-1945f,0
droidbot,app-358,0
droidbot,app-3185,0
droidbot,app-2381f,0
droidbot,appNewds-6348,12
droidbot,appNewds-6196,0
droidbot,app-1618f,0
droidbot,app-1720,0
droidbot,app-4968,0
droidbot,app-1090f,0
droidbot,app-1460,2
droidbot,app-2276,0
droidbot,app-1365,0
droidbot,app-1466,0
droidbot,app-3584,0
droidbot,app-131,0
droidbot,app-5236,0
droidbot,application-871,0
droidbot,app-1879,0
droidbot,app-753,0
droidbot,app-3107,0
droidbot,app-1196f,0
droidbot,app-4406,15
droidbot,app-2060,15
droidbot,app-3196,0
droidbot,app-3197,1
droidbot,app-1222f,5
droidbot,app-1158f,8
droidbot,application-713,0
droidbot,app-1446f,0
droidbot,app-401,0
droidbot,app-1583,0
droidbot,appNewds-5001,15
droidbot,appNewds-653,23
droidbot,app-1558,0
droidbot,appNewds-7114,0
droidbot,app-3100,0
droidbot,app-5106,18
droidbot,app-1870f,0
droidbot,app-5669,1
droidbot,app-918,0
droidbot,appNewds-6832,4
droidbot,app-971f,0
droidbot,app-793,0
droidbot,app-1107,0
droidbot,app-2314,0
droidbot,app-1877,0
droidbot,appNewds-6795,0
droidbot,app-3547,4
